trial_type,trial_index,time_elapsed,internal_node_id,subject,hitId,assignmentId,structure_condition,match_condition,noise_type,success,timeout,failed_images,failed_audio,failed_video,view_history,rt,start_time,end_time,stimuli,image1,image2,image3,image4,choiceLocation,choiceImage,choiceEmotion,choiceModel,choice_index,reward_score,reward,reward_score_unadjusted,reward_image,score_after_trial,emotions,models,rewards,rewards_unadjusted,stimulus,response,question_order,file_name,n
show-reward,69,196763,0.0-69.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,196138.19999998808,198140.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,45.5,NA,NA,NA,NA,stimuli/WM11_SC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,70,197889,0.0-70.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,624.3999999761581,198141.80000001192,198766.19999998808,"[""stimuli/BF05_CC.jpg"",""stimuli/WF11_AO.jpg"",""stimuli/HF10_SC.jpg"",""stimuli/WM11_HE.jpg""]",stimuli/BF05_CC.jpg,stimuli/WF11_AO.jpg,stimuli/HF10_SC.jpg,stimuli/WM11_HE.jpg,pos3,stimuli/HF10_SC.jpg,SC,HF10,2,4,8,8,stimuli/stars_8.png,49.5,"[""CC"",""AO"",""SC"",""HE""]","[""BF05"",""WF11"",""HF10"",""WM11""]","[4,7,8,4]","[4,6,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,71,199893,0.0-71.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,199267.69999998808,201270.39999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,49.5,NA,NA,NA,NA,stimuli/HF10_SC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,72,200969,0.0-72.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,574,201271.80000001192,201845.80000001192,"[""stimuli/HF10_CC.jpg"",""stimuli/WM11_HE.jpg"",""stimuli/WF11_AO.jpg"",""stimuli/BF05_SC.jpg""]",stimuli/HF10_CC.jpg,stimuli/WM11_HE.jpg,stimuli/WF11_AO.jpg,stimuli/BF05_SC.jpg,pos4,stimuli/BF05_SC.jpg,SC,BF05,3,4,8,8,stimuli/stars_8.png,53.5,"[""CC"",""HE"",""AO"",""SC""]","[""HF10"",""WM11"",""WF11"",""BF05""]","[2,1,8,8]","[4,2,6,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,73,202974,0.0-73.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,202348.39999997616,204351.80000001192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,53.5,NA,NA,NA,NA,stimuli/BF05_SC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,74,204207,0.0-74.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,731.5999999642372,204352.30000001192,205083.89999997616,"[""stimuli/WM11_HE.jpg"",""stimuli/HF10_CC.jpg"",""stimuli/WF11_SC.jpg"",""stimuli/BF05_AO.jpg""]",stimuli/WM11_HE.jpg,stimuli/HF10_CC.jpg,stimuli/WF11_SC.jpg,stimuli/BF05_AO.jpg,pos3,stimuli/WF11_SC.jpg,SC,WF11,2,5,10,8,stimuli/stars_10.png,58.5,"[""HE"",""CC"",""SC"",""AO""]","[""WM11"",""HF10"",""WF11"",""BF05""]","[0,5,10,6]","[2,4,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,75,206209,0.0-75.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,205585.89999997616,207587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,58.5,NA,NA,NA,NA,stimuli/WF11_SC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,76,207271,0.0-76.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,560.6000000238419,207587.59999996424,208148.19999998808,"[""stimuli/WF11_CC.jpg"",""stimuli/BF05_AO.jpg"",""stimuli/HF10_SC.jpg"",""stimuli/WM11_HE.jpg""]",stimuli/WF11_CC.jpg,stimuli/BF05_AO.jpg,stimuli/HF10_SC.jpg,stimuli/WM11_HE.jpg,pos4,stimuli/WM11_HE.jpg,HE,WM11,3,1,2,2,stimuli/stars_2.png,59.5,"[""CC"",""AO"",""SC"",""HE""]","[""WF11"",""BF05"",""HF10"",""WM11""]","[4,5,7,2]","[4,6,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,77,209272,0.0-77.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,208649,210650.39999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,59.5,NA,NA,NA,NA,stimuli/WM11_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,78,210976,0.0-78.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1200.800000011921,210651.19999998808,211852,"[""stimuli/WF11_SC.jpg"",""stimuli/BF05_CC.jpg"",""stimuli/HF10_HE.jpg"",""stimuli/WM11_AO.jpg""]",stimuli/WF11_SC.jpg,stimuli/BF05_CC.jpg,stimuli/HF10_HE.jpg,stimuli/WM11_AO.jpg,pos1,stimuli/WF11_SC.jpg,SC,WF11,0,3.5,7,8,stimuli/stars_7.png,63,"[""SC"",""CC"",""HE"",""AO""]","[""WF11"",""BF05"",""HF10"",""WM11""]","[7,4,0,4]","[8,4,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,79,212978,0.0-79.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,212354.30000001192,214355.80000001192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,stimuli/stars_7.png,63,NA,NA,NA,NA,stimuli/WF11_SC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,80,213839,0.0-80.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,359,214357.19999998808,214716.19999998808,"[""stimuli/BF05_HE.jpg"",""stimuli/WM11_CC.jpg"",""stimuli/WF11_SC.jpg"",""stimuli/HF10_AO.jpg""]",stimuli/BF05_HE.jpg,stimuli/WM11_CC.jpg,stimuli/WF11_SC.jpg,stimuli/HF10_AO.jpg,pos2,stimuli/WM11_CC.jpg,CC,WM11,1,1,2,4,stimuli/stars_2.png,64,"[""HE"",""CC"",""SC"",""AO""]","[""BF05"",""WM11"",""WF11"",""HF10""]","[0,2,9,4]","[2,4,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,81,215849,0.0-81.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,215217.59999996424,217227.09999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,64,NA,NA,NA,NA,stimuli/WM11_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,82,216775,0.0-82.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,423.199999988079,217228.80000001192,217652,"[""stimuli/WF11_CC.jpg"",""stimuli/BF05_SC.jpg"",""stimuli/HF10_HE.jpg"",""stimuli/WM11_AO.jpg""]",stimuli/WF11_CC.jpg,stimuli/BF05_SC.jpg,stimuli/HF10_HE.jpg,stimuli/WM11_AO.jpg,pos1,stimuli/WF11_CC.jpg,CC,WF11,0,3,6,4,stimuli/stars_6.png,67,"[""CC"",""SC"",""HE"",""AO""]","[""WF11"",""BF05"",""HF10"",""WM11""]","[6,10,2,6]","[4,8,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,83,218784,0.0-83.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,218154.09999996424,220161.39999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,67,NA,NA,NA,NA,stimuli/WF11_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,84,219685,0.0-84.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,386.5999999642372,220163.30000001192,220549.89999997616,"[""stimuli/WM11_AO.jpg"",""stimuli/BF05_HE.jpg"",""stimuli/WF11_CC.jpg"",""stimuli/HF10_SC.jpg""]",stimuli/WM11_AO.jpg,stimuli/BF05_HE.jpg,stimuli/WF11_CC.jpg,stimuli/HF10_SC.jpg,pos3,stimuli/WF11_CC.jpg,CC,WF11,2,1.5,3,4,stimuli/stars_3.png,68.5,"[""AO"",""HE"",""CC"",""SC""]","[""WM11"",""BF05"",""WF11"",""HF10""]","[6,3,3,7]","[6,2,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,85,221690,0.0-85.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,221064.39999997616,223067.59999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,68.5,NA,NA,NA,NA,stimuli/WF11_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,86,222530,0.0-86.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,337.89999997615814,223068,223405.89999997616,"[""stimuli/WF11_AO.jpg"",""stimuli/BF05_SC.jpg"",""stimuli/WM11_CC.jpg"",""stimuli/HF10_HE.jpg""]",stimuli/WF11_AO.jpg,stimuli/BF05_SC.jpg,stimuli/WM11_CC.jpg,stimuli/HF10_HE.jpg,pos4,stimuli/HF10_HE.jpg,HE,HF10,3,2,4,2,stimuli/stars_4.png,70.5,"[""AO"",""SC"",""CC"",""HE""]","[""WF11"",""BF05"",""WM11"",""HF10""]","[8,9,3,4]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,87,224536,0.0-87.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,223908.69999998808,225913.59999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,stimuli/stars_4.png,70.5,NA,NA,NA,NA,stimuli/HF10_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,88,225471,0.0-88.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,434,225914.19999998808,226348.19999998808,"[""stimuli/HF10_AO.jpg"",""stimuli/BF05_SC.jpg"",""stimuli/WM11_CC.jpg"",""stimuli/WF11_HE.jpg""]",stimuli/HF10_AO.jpg,stimuli/BF05_SC.jpg,stimuli/WM11_CC.jpg,stimuli/WF11_HE.jpg,pos2,stimuli/BF05_SC.jpg,SC,BF05,1,5,10,8,stimuli/stars_10.png,75.5,"[""AO"",""SC"",""CC"",""HE""]","[""HF10"",""BF05"",""WM11"",""WF11""]","[7,10,2,2]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,89,227475,0.0-89.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,226849.69999998808,228852.09999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,75.5,NA,NA,NA,NA,stimuli/BF05_SC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,90,228400,0.0-90.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,414.800000011921,228853.59999996424,229268.39999997616,"[""stimuli/WM11_HE.jpg"",""stimuli/WF11_CC.jpg"",""stimuli/BF05_SC.jpg"",""stimuli/HF10_AO.jpg""]",stimuli/WM11_HE.jpg,stimuli/WF11_CC.jpg,stimuli/BF05_SC.jpg,stimuli/HF10_AO.jpg,pos1,stimuli/WM11_HE.jpg,HE,WM11,0,1,2,2,stimuli/stars_2.png,76.5,"[""HE"",""CC"",""SC"",""AO""]","[""WM11"",""WF11"",""BF05"",""HF10""]","[2,4,7,8]","[2,4,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,91,230402,0.0-91.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,229778.30000001192,231779.30000001192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,76.5,NA,NA,NA,NA,stimuli/WM11_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,92,231300,0.0-92.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,384.60000002384186,231781.39999997616,232166,"[""stimuli/WF11_AO.jpg"",""stimuli/HF10_CC.jpg"",""stimuli/WM11_SC.jpg"",""stimuli/BF05_HE.jpg""]",stimuli/WF11_AO.jpg,stimuli/HF10_CC.jpg,stimuli/WM11_SC.jpg,stimuli/BF05_HE.jpg,pos3,stimuli/WM11_SC.jpg,SC,WM11,2,4.5,9,8,stimuli/stars_9.png,81,"[""AO"",""CC"",""SC"",""HE""]","[""WF11"",""HF10"",""WM11"",""BF05""]","[4,4,9,4]","[6,4,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,93,233316,0.0-93.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,232678.5,234693.19999998808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,81,NA,NA,NA,NA,stimuli/WM11_SC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,94,234226,0.0-94.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,405.199999988079,234695,235100.19999998808,"[""stimuli/HF10_AO.jpg"",""stimuli/BF05_CC.jpg"",""stimuli/WM11_SC.jpg"",""stimuli/WF11_HE.jpg""]",stimuli/HF10_AO.jpg,stimuli/BF05_CC.jpg,stimuli/WM11_SC.jpg,stimuli/WF11_HE.jpg,pos4,stimuli/WF11_HE.jpg,HE,WF11,3,1.5,3,2,stimuli/stars_3.png,82.5,"[""AO"",""CC"",""SC"",""HE""]","[""HF10"",""BF05"",""WM11"",""WF11""]","[7,6,9,3]","[6,4,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,95,236229,0.0-95.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,235604.19999998808,237606.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,82.5,NA,NA,NA,NA,stimuli/WF11_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,96,237127,0.0-96.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,396.300000011921,237607.69999998808,238004,"[""stimuli/BF05_HE.jpg"",""stimuli/WM11_AO.jpg"",""stimuli/WF11_SC.jpg"",""stimuli/HF10_CC.jpg""]",stimuli/BF05_HE.jpg,stimuli/WM11_AO.jpg,stimuli/WF11_SC.jpg,stimuli/HF10_CC.jpg,pos1,stimuli/BF05_HE.jpg,HE,BF05,0,1,2,2,stimuli/stars_2.png,83.5,"[""HE"",""AO"",""SC"",""CC""]","[""BF05"",""WM11"",""WF11"",""HF10""]","[2,5,8,3]","[2,6,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,97,239142,0.0-97.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,238505.69999998808,240519.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,83.5,NA,NA,NA,NA,stimuli/BF05_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,98,240132,0.0-98.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,477.39999997615814,240521.19999998808,240998.59999996424,"[""stimuli/WF11_CC.jpg"",""stimuli/BF05_HE.jpg"",""stimuli/HF10_AO.jpg"",""stimuli/WM11_SC.jpg""]",stimuli/WF11_CC.jpg,stimuli/BF05_HE.jpg,stimuli/HF10_AO.jpg,stimuli/WM11_SC.jpg,pos2,stimuli/BF05_HE.jpg,HE,BF05,1,0.5,1,2,stimuli/stars_1.png,84,"[""CC"",""HE"",""AO"",""SC""]","[""WF11"",""BF05"",""HF10"",""WM11""]","[4,1,4,9]","[4,2,6,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,99,242144,0.0-99.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,241511.19999998808,243521.89999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,stimuli/stars_1.png,84,NA,NA,NA,NA,stimuli/BF05_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,100,243136,0.0-100.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,489.300000011921,243523,244012.30000001192,"[""stimuli/WM11_SC.jpg"",""stimuli/BF05_AO.jpg"",""stimuli/WF11_HE.jpg"",""stimuli/HF10_CC.jpg""]",stimuli/WM11_SC.jpg,stimuli/BF05_AO.jpg,stimuli/WF11_HE.jpg,stimuli/HF10_CC.jpg,pos3,stimuli/WF11_HE.jpg,HE,WF11,2,0,0,2,stimuli/stars_0.png,84,"[""SC"",""AO"",""HE"",""CC""]","[""WM11"",""BF05"",""WF11"",""HF10""]","[7,5,0,4]","[8,6,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,101,245141,0.0-101.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,244514.30000001192,246518.19999998808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,stimuli/stars_0.png,84,NA,NA,NA,NA,stimuli/WF11_HE.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,102,246158,0.0-102.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,512.0999999642372,246518.80000001192,247030.89999997616,"[""stimuli/BF04_DO.jpg"",""stimuli/WF14_FO.jpg"",""stimuli/AF11_HO.jpg"",""stimuli/HM07_SUR.jpg""]",stimuli/BF04_DO.jpg,stimuli/WF14_FO.jpg,stimuli/AF11_HO.jpg,stimuli/HM07_SUR.jpg,pos4,stimuli/HM07_SUR.jpg,SUR,HM07,3,5,10,8,stimuli/stars_10.png,89,"[""DO"",""FO"",""HO"",""SUR""]","[""BF04"",""WF14"",""AF11"",""HM07""]","[2,5,3,10]","[2,6,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,103,248166,0.0-103.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,247535.59999996424,249543.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,89,NA,NA,NA,NA,stimuli/HM07_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,104,249561,0.0-104.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,892.5,249545.30000001192,250437.80000001192,"[""stimuli/WF14_DO.jpg"",""stimuli/BF04_HO.jpg"",""stimuli/AF11_FO.jpg"",""stimuli/HM07_SUR.jpg""]",stimuli/WF14_DO.jpg,stimuli/BF04_HO.jpg,stimuli/AF11_FO.jpg,stimuli/HM07_SUR.jpg,pos2,stimuli/BF04_HO.jpg,HO,BF04,1,1.5,3,2,stimuli/stars_3.png,90.5,"[""DO"",""HO"",""FO"",""SUR""]","[""WF14"",""BF04"",""AF11"",""HM07""]","[6,3,4,9]","[6,2,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,105,251566,0.0-105.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,250939.80000001192,252943.09999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,90.5,NA,NA,NA,NA,stimuli/BF04_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,106,252541,0.0-106.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,460.39999997615814,252944.80000001192,253405.19999998808,"[""stimuli/AF11_DO.jpg"",""stimuli/WF14_FO.jpg"",""stimuli/HM07_SUR.jpg"",""stimuli/BF04_HO.jpg""]",stimuli/AF11_DO.jpg,stimuli/WF14_FO.jpg,stimuli/HM07_SUR.jpg,stimuli/BF04_HO.jpg,pos1,stimuli/AF11_DO.jpg,DO,AF11,0,2.5,5,4,stimuli/stars_5.png,93,"[""DO"",""FO"",""SUR"",""HO""]","[""AF11"",""WF14"",""HM07"",""BF04""]","[5,8,6,2]","[4,6,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,107,254547,0.0-107.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,253920.59999996424,255924.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,stimuli/stars_5.png,93,NA,NA,NA,NA,stimuli/AF11_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,108,255517,0.0-108.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,462.4000000357628,255925.89999997616,256388.30000001192,"[""stimuli/BF04_FO.jpg"",""stimuli/AF11_HO.jpg"",""stimuli/WF14_SUR.jpg"",""stimuli/HM07_DO.jpg""]",stimuli/BF04_FO.jpg,stimuli/AF11_HO.jpg,stimuli/WF14_SUR.jpg,stimuli/HM07_DO.jpg,pos4,stimuli/HM07_DO.jpg,DO,HM07,3,5,10,8,stimuli/stars_10.png,98,"[""FO"",""HO"",""SUR"",""DO""]","[""BF04"",""AF11"",""WF14"",""HM07""]","[0,2,6,10]","[2,4,6,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,109,257518,0.0-109.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,256894.89999997616,258895.89999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,98,NA,NA,NA,NA,stimuli/HM07_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
