trial_type,trial_index,time_elapsed,internal_node_id,subject,hitId,assignmentId,structure_condition,match_condition,noise_type,success,timeout,failed_images,failed_audio,failed_video,view_history,rt,start_time,end_time,stimuli,image1,image2,image3,image4,choiceLocation,choiceImage,choiceEmotion,choiceModel,choice_index,reward_score,reward,reward_score_unadjusted,reward_image,score_after_trial,emotions,models,rewards,rewards_unadjusted,stimulus,response,question_order,file_name,n
explore-choice,110,258467,0.0-110.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,437.300000011921,258896.39999997616,259333.69999998808,"[""stimuli/BF04_FO.jpg"",""stimuli/HM07_HO.jpg"",""stimuli/WF14_DO.jpg"",""stimuli/AF11_SUR.jpg""]",stimuli/BF04_FO.jpg,stimuli/HM07_HO.jpg,stimuli/WF14_DO.jpg,stimuli/AF11_SUR.jpg,pos2,stimuli/HM07_HO.jpg,HO,HM07,1,4,8,8,stimuli/stars_8.png,102,"[""FO"",""HO"",""DO"",""SUR""]","[""BF04"",""HM07"",""WF14"",""AF11""]","[2,8,4,5]","[2,8,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,111,260473,0.0-111.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,259846.5,261850.39999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,102,NA,NA,NA,NA,stimuli/HM07_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,112,261618,0.0-112.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,642,261852,262494,"[""stimuli/HM07_SUR.jpg"",""stimuli/AF11_DO.jpg"",""stimuli/WF14_HO.jpg"",""stimuli/BF04_FO.jpg""]",stimuli/HM07_SUR.jpg,stimuli/AF11_DO.jpg,stimuli/WF14_HO.jpg,stimuli/BF04_FO.jpg,pos2,stimuli/AF11_DO.jpg,DO,AF11,1,1.5,3,4,stimuli/stars_3.png,103.5,"[""SUR"",""DO"",""HO"",""FO""]","[""HM07"",""AF11"",""WF14"",""BF04""]","[8,3,5,0]","[8,4,6,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,113,263623,0.0-113.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,262996.6999999881,265000.59999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,103.5,NA,NA,NA,NA,stimuli/AF11_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,114,264741,0.0-114.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,610.8999999761581,265001.1999999881,265612.09999996424,"[""stimuli/AF11_HO.jpg"",""stimuli/BF04_SUR.jpg"",""stimuli/WF14_DO.jpg"",""stimuli/HM07_FO.jpg""]",stimuli/AF11_HO.jpg,stimuli/BF04_SUR.jpg,stimuli/WF14_DO.jpg,stimuli/HM07_FO.jpg,pos1,stimuli/AF11_HO.jpg,HO,AF11,0,1,2,4,stimuli/stars_2.png,104.5,"[""HO"",""SUR"",""DO"",""FO""]","[""AF11"",""BF04"",""WF14"",""HM07""]","[2,3,5,6]","[4,2,6,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,115,266743,0.0-115.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,266119.1999999881,268120.6999999881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,104.5,NA,NA,NA,NA,stimuli/AF11_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,116,267808,0.0-116.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,562.1999999880791,268123.39999997616,268685.59999996424,"[""stimuli/BF04_HO.jpg"",""stimuli/HM07_DO.jpg"",""stimuli/AF11_SUR.jpg"",""stimuli/WF14_FO.jpg""]",stimuli/BF04_HO.jpg,stimuli/HM07_DO.jpg,stimuli/AF11_SUR.jpg,stimuli/WF14_FO.jpg,pos4,stimuli/WF14_FO.jpg,FO,WF14,3,3.5,7,6,stimuli/stars_7.png,108,"[""HO"",""DO"",""SUR"",""FO""]","[""BF04"",""HM07"",""AF11"",""WF14""]","[3,10,5,7]","[2,8,4,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,117,269813,0.0-117.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,269187.09999996424,271190.89999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,stimuli/stars_7.png,108,NA,NA,NA,NA,stimuli/WF14_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,118,270689,0.0-118.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,375.10000002384186,271191.1999999881,271566.3000000119,"[""stimuli/WF14_DO.jpg"",""stimuli/BF04_FO.jpg"",""stimuli/HM07_SUR.jpg"",""stimuli/AF11_HO.jpg""]",stimuli/WF14_DO.jpg,stimuli/BF04_FO.jpg,stimuli/HM07_SUR.jpg,stimuli/AF11_HO.jpg,pos3,stimuli/HM07_SUR.jpg,SUR,HM07,2,4.5,9,8,stimuli/stars_9.png,112.5,"[""DO"",""FO"",""SUR"",""HO""]","[""WF14"",""BF04"",""HM07"",""AF11""]","[6,1,9,4]","[6,2,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,119,272694,0.0-119.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,272068.3000000119,274071.89999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,112.5,NA,NA,NA,NA,stimuli/HM07_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,120,273704,0.0-120.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,507.800000011921,274072.89999997616,274580.6999999881,"[""stimuli/BF04_HO.jpg"",""stimuli/HM07_FO.jpg"",""stimuli/AF11_DO.jpg"",""stimuli/WF14_SUR.jpg""]",stimuli/BF04_HO.jpg,stimuli/HM07_FO.jpg,stimuli/AF11_DO.jpg,stimuli/WF14_SUR.jpg,pos2,stimuli/HM07_FO.jpg,FO,HM07,1,4,8,8,stimuli/stars_8.png,116.5,"[""HO"",""FO"",""DO"",""SUR""]","[""BF04"",""HM07"",""AF11"",""WF14""]","[0,8,6,4]","[2,8,4,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,121,275712,0.0-121.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,275082,277089.39999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,116.5,NA,NA,NA,NA,stimuli/HM07_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,122,276595,0.0-122.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,378.5,277091.39999997616,277469.89999997616,"[""stimuli/BF04_DO.jpg"",""stimuli/WF14_SUR.jpg"",""stimuli/AF11_HO.jpg"",""stimuli/HM07_FO.jpg""]",stimuli/BF04_DO.jpg,stimuli/WF14_SUR.jpg,stimuli/AF11_HO.jpg,stimuli/HM07_FO.jpg,pos3,stimuli/AF11_HO.jpg,HO,AF11,2,1,2,4,stimuli/stars_2.png,117.5,"[""DO"",""SUR"",""HO"",""FO""]","[""BF04"",""WF14"",""AF11"",""HM07""]","[1,7,2,9]","[2,6,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,123,278600,0.0-123.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,277974,279977.8000000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,stimuli/stars_2.png,117.5,NA,NA,NA,NA,stimuli/AF11_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,124,279775,0.0-124.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,672.8000000119209,279979.5,280652.3000000119,"[""stimuli/AF11_SUR.jpg"",""stimuli/BF04_DO.jpg"",""stimuli/HM07_FO.jpg"",""stimuli/WF14_HO.jpg""]",stimuli/AF11_SUR.jpg,stimuli/BF04_DO.jpg,stimuli/HM07_FO.jpg,stimuli/WF14_HO.jpg,pos2,stimuli/BF04_DO.jpg,DO,BF04,1,1.5,3,2,stimuli/stars_3.png,119,"[""SUR"",""DO"",""FO"",""HO""]","[""AF11"",""BF04"",""HM07"",""WF14""]","[6,3,10,7]","[4,2,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,125,281784,0.0-125.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,281152.89999997616,283161.09999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,119,NA,NA,NA,NA,stimuli/BF04_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,126,282803,0.0-126.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,506.800000011921,283163.09999996424,283669.89999997616,"[""stimuli/WF14_HO.jpg"",""stimuli/HM07_SUR.jpg"",""stimuli/BF04_DO.jpg"",""stimuli/AF11_FO.jpg""]",stimuli/WF14_HO.jpg,stimuli/HM07_SUR.jpg,stimuli/BF04_DO.jpg,stimuli/AF11_FO.jpg,pos4,stimuli/AF11_FO.jpg,FO,AF11,3,1.5,3,4,stimuli/stars_3.png,120.5,"[""HO"",""SUR"",""DO"",""FO""]","[""WF14"",""HM07"",""BF04"",""AF11""]","[7,9,0,3]","[6,8,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,127,284809,0.0-127.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,284182.59999996424,286186.8000000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,120.5,NA,NA,NA,NA,stimuli/AF11_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,128,285844,0.0-128.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,529.1000000238419,286187.39999997616,286716.5,"[""stimuli/HM07_FO.jpg"",""stimuli/WF14_HO.jpg"",""stimuli/BF04_SUR.jpg"",""stimuli/AF11_DO.jpg""]",stimuli/HM07_FO.jpg,stimuli/WF14_HO.jpg,stimuli/BF04_SUR.jpg,stimuli/AF11_DO.jpg,pos1,stimuli/HM07_FO.jpg,FO,HM07,0,4,8,8,stimuli/stars_8.png,124.5,"[""FO"",""HO"",""SUR"",""DO""]","[""HM07"",""WF14"",""BF04"",""AF11""]","[8,5,1,5]","[8,6,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,129,287852,0.0-129.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,287222.8000000119,289229.09999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,124.5,NA,NA,NA,NA,stimuli/HM07_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,130,289043,0.0-130.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,679,289230.59999996424,289909.59999996424,"[""stimuli/BF04_SUR.jpg"",""stimuli/WF14_DO.jpg"",""stimuli/AF11_FO.jpg"",""stimuli/HM07_HO.jpg""]",stimuli/BF04_SUR.jpg,stimuli/WF14_DO.jpg,stimuli/AF11_FO.jpg,stimuli/HM07_HO.jpg,pos2,stimuli/WF14_DO.jpg,DO,WF14,1,3,6,6,stimuli/stars_6.png,127.5,"[""SUR"",""DO"",""FO"",""HO""]","[""BF04"",""WF14"",""AF11"",""HM07""]","[0,6,5,6]","[2,6,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,131,291048,0.0-131.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,290422,292425.89999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,127.5,NA,NA,NA,NA,stimuli/WF14_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,132,292048,0.0-132.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,497.300000011921,292426.89999997616,292924.1999999881,"[""stimuli/WF14_FO.jpg"",""stimuli/HM07_DO.jpg"",""stimuli/AF11_HO.jpg"",""stimuli/BF04_SUR.jpg""]",stimuli/WF14_FO.jpg,stimuli/HM07_DO.jpg,stimuli/AF11_HO.jpg,stimuli/BF04_SUR.jpg,pos4,stimuli/BF04_SUR.jpg,SUR,BF04,3,1.5,3,2,stimuli/stars_3.png,129,"[""FO"",""DO"",""HO"",""SUR""]","[""WF14"",""HM07"",""AF11"",""BF04""]","[5,8,2,3]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,133,294061,0.0-133.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,293426.1999999881,295439.09999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,129,NA,NA,NA,NA,stimuli/BF04_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,134,296116,0.0-134.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,1540.5,295439.59999996424,296980.09999996424,"[""stimuli/AF11_SUR.jpg"",""stimuli/HM07_HO.jpg"",""stimuli/BF04_DO.jpg"",""stimuli/WF14_FO.jpg""]",stimuli/AF11_SUR.jpg,stimuli/HM07_HO.jpg,stimuli/BF04_DO.jpg,stimuli/WF14_FO.jpg,pos3,stimuli/BF04_DO.jpg,DO,BF04,2,0,0,2,stimuli/stars_0.png,129,"[""SUR"",""HO"",""DO"",""FO""]","[""AF11"",""HM07"",""BF04"",""WF14""]","[4,8,0,4]","[4,8,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,135,298122,0.0-135.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,297494.6999999881,299499.6999999881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,stimuli/stars_0.png,129,NA,NA,NA,NA,stimuli/BF04_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,136,299119,0.0-136.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,496.199999988079,299500.1999999881,299996.39999997616,"[""stimuli/AF11_FO.jpg"",""stimuli/WF14_SUR.jpg"",""stimuli/BF04_DO.jpg"",""stimuli/HM07_HO.jpg""]",stimuli/AF11_FO.jpg,stimuli/WF14_SUR.jpg,stimuli/BF04_DO.jpg,stimuli/HM07_HO.jpg,pos2,stimuli/WF14_SUR.jpg,SUR,WF14,1,2.5,5,6,stimuli/stars_5.png,131.5,"[""FO"",""SUR"",""DO"",""HO""]","[""AF11"",""WF14"",""BF04"",""HM07""]","[4,5,1,8]","[4,6,2,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,137,301132,0.0-137.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,300497.5,302509.6999999881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,stimuli/stars_5.png,131.5,NA,NA,NA,NA,stimuli/WF14_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,138,302605,0.0-138.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,965.8000000119208,302510.1999999881,303476,"[""stimuli/WF14_FO.jpg"",""stimuli/AF11_DO.jpg"",""stimuli/BF04_SUR.jpg"",""stimuli/HM07_HO.jpg""]",stimuli/WF14_FO.jpg,stimuli/AF11_DO.jpg,stimuli/BF04_SUR.jpg,stimuli/HM07_HO.jpg,pos1,stimuli/WF14_FO.jpg,FO,WF14,0,2.5,5,6,stimuli/stars_5.png,134,"[""FO"",""DO"",""SUR"",""HO""]","[""WF14"",""AF11"",""BF04"",""HM07""]","[5,4,4,9]","[6,4,2,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,139,304606,0.0-139.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,303982.8000000119,305983.8000000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,stimuli/stars_5.png,134,NA,NA,NA,NA,stimuli/WF14_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,140,305703,0.0-140.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,596,305984.1999999881,306580.1999999881,"[""stimuli/WF14_HO.jpg"",""stimuli/AF11_FO.jpg"",""stimuli/BF04_SUR.jpg"",""stimuli/HM07_DO.jpg""]",stimuli/WF14_HO.jpg,stimuli/AF11_FO.jpg,stimuli/BF04_SUR.jpg,stimuli/HM07_DO.jpg,pos4,stimuli/HM07_DO.jpg,DO,HM07,3,4.5,9,8,stimuli/stars_9.png,138.5,"[""HO"",""FO"",""SUR"",""DO""]","[""WF14"",""AF11"",""BF04"",""HM07""]","[7,6,4,9]","[6,4,2,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,141,307704,0.0-141.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,307080.8000000119,309081.39999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,138.5,NA,NA,NA,NA,stimuli/HM07_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,142,308672,0.0-142.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,466.300000011921,309081.6999999881,309548,"[""stimuli/WF14_SUR.jpg"",""stimuli/AF11_FO.jpg"",""stimuli/BF04_HO.jpg"",""stimuli/HM07_DO.jpg""]",stimuli/WF14_SUR.jpg,stimuli/AF11_FO.jpg,stimuli/BF04_HO.jpg,stimuli/HM07_DO.jpg,pos2,stimuli/AF11_FO.jpg,FO,AF11,1,2,4,4,stimuli/stars_4.png,140.5,"[""SUR"",""FO"",""HO"",""DO""]","[""WF14"",""AF11"",""BF04"",""HM07""]","[5,4,0,7]","[6,4,2,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,143,310674,0.0-143.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,310050.09999996424,312051.39999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,stimuli/stars_4.png,140.5,NA,NA,NA,NA,stimuli/AF11_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,144,311716,0.0-144.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,536.3999999761581,312051.6999999881,312588.09999996424,"[""stimuli/WF14_HO.jpg"",""stimuli/HM07_DO.jpg"",""stimuli/BF04_FO.jpg"",""stimuli/AF11_SUR.jpg""]",stimuli/WF14_HO.jpg,stimuli/HM07_DO.jpg,stimuli/BF04_FO.jpg,stimuli/AF11_SUR.jpg,pos3,stimuli/BF04_FO.jpg,FO,BF04,2,2,4,2,stimuli/stars_4.png,142.5,"[""HO"",""DO"",""FO"",""SUR""]","[""WF14"",""HM07"",""BF04"",""AF11""]","[6,7,4,2]","[6,8,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,145,313719,0.0-145.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,313094.39999997616,315096.8000000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,stimuli/stars_4.png,142.5,NA,NA,NA,NA,stimuli/BF04_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,146,314879,0.0-146.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,658.8999999761581,315097.1999999881,315756.09999996424,"[""stimuli/BF04_FO.jpg"",""stimuli/AF11_DO.jpg"",""stimuli/HM07_HO.jpg"",""stimuli/WF14_SUR.jpg""]",stimuli/BF04_FO.jpg,stimuli/AF11_DO.jpg,stimuli/HM07_HO.jpg,stimuli/WF14_SUR.jpg,pos2,stimuli/AF11_DO.jpg,DO,AF11,1,1.5,3,4,stimuli/stars_3.png,144,"[""FO"",""DO"",""HO"",""SUR""]","[""BF04"",""AF11"",""HM07"",""WF14""]","[3,3,8,6]","[2,4,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,147,316889,0.0-147.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,316256.6999999881,318266.59999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,stimuli/stars_3.png,144,NA,NA,NA,NA,stimuli/AF11_DO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
explore-choice,148,329361,0.0-148.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,11971,318267,330238,"[""stimuli/HM07_FO.jpg"",""stimuli/AF11_SUR.jpg"",""stimuli/BF04_HO.jpg"",""stimuli/WF14_DO.jpg""]",stimuli/HM07_FO.jpg,stimuli/AF11_SUR.jpg,stimuli/BF04_HO.jpg,stimuli/WF14_DO.jpg,pos1,stimuli/HM07_FO.jpg,FO,HM07,0,4.5,9,8,stimuli/stars_9.png,148.5,"[""FO"",""SUR"",""HO"",""DO""]","[""HM07"",""AF11"",""BF04"",""WF14""]","[9,2,4,8]","[8,4,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
show-reward,149,331367,0.0-149.0,p622664,emogo,test_session,emotion,mismatch,uniform,NA,NA,NA,NA,NA,NA,NA,330740.89999997616,332744.1999999881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,148.5,NA,NA,NA,NA,stimuli/HM07_FO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-24_12h30.38.528.csv,206
